Location,Time,Air Temperature - average (ºC),Wind Speed - average (m/s),Wind Direction - average (º),Rainfall - (mm)
Curyo,2020-05-20T19:05:20Z,12.9,3.76,87.625038,0.4
Curyo,2020-05-20T19:05:30Z,12.9,3.42,89.613742,0.2
Curyo,2020-05-20T19:05:40Z,12.9,3.28,102.704727,0.4
Curyo,2020-05-20T19:05:50Z,12.8,3.09,119.194406,0.2
Curyo,2020-05-20T19:06:00Z,12.7,2.38,126.697469,0
Curyo,2020-05-20T19:06:10Z,12.8,0.9199999999999999,112.53845,0
Curyo,2020-05-20T19:06:20Z,12.7,0.97,112.610292,0
Curyo,2020-05-20T19:06:30Z,12.7,0.87,111.780521,0
Curyo,2020-05-20T19:06:40Z,12.7,1.6199999999999999,110.230826,0
Curyo,2020-05-20T19:06:50Z,12.5,1.31,114.951512,0
Curyo,2020-05-20T19:07:00Z,12.2,1.1099999999999999,129.248002,0
Curyo,2020-05-20T19:07:10Z,11.9,1.19,126.711121,0
Curyo,2020-05-20T19:07:20Z,11.9,1.3599999999999999,117.72558,0
Curyo,2020-05-20T19:07:30Z,12.1,1.48,83.146365,0
Curyo,2020-05-20T19:07:40Z,12.3,1.49,80.498807,0
Curyo,2020-05-20T19:07:50Z,12.5,1.67,70.028751,0
Curyo,2020-05-20T19:08:00Z,12.6,0.8099999999999999,68.198591,0
Curyo,2020-05-20T19:08:10Z,12.7,0.49,14.883215,0
Curyo,2020-05-20T19:08:20Z,12.8,0.5299999999999999,6.595915,0
Curyo,2020-05-20T19:08:30Z,12.9,0.71,43.397739,0
Curyo,2020-05-20T19:08:40Z,13.4,0.6599999999999999,27.594569,0
Curyo,2020-05-20T19:08:50Z,13.8,0.6699999999999999,20.772255,0
Curyo,2020-05-20T19:09:00Z,14,0.98,0.337692,0
Curyo,2020-05-20T19:09:10Z,14.1,0.83,0.337692,0
Curyo,2020-05-20T19:09:20Z,14.4,2.03,0.337692,0
Curyo,2020-05-20T19:09:30Z,14.8,2.94,0.337692,0
Curyo,2020-05-20T19:09:40Z,14.9,3.32,0.337692,0
Curyo,2020-05-20T19:09:50Z,15,3.31,0.337692,0
Curyo,2020-05-20T19:10:00Z,15.3,3.48,0.337692,0
Curyo,2020-05-20T19:10:10Z,15.7,3.91,0.337692,0
Curyo,2020-05-20T19:10:20Z,16,4.1,0.570656,0
Curyo,2020-05-20T19:10:30Z,16.8,4.1499999999999995,0.565029,0
Curyo,2020-05-20T19:10:40Z,17.1,5.16,0.231497,0
Curyo,2020-05-20T19:10:50Z,17.3,5.67,0.567266,0
Curyo,2020-05-20T19:11:00Z,17.6,5.82,1.283397,0
Curyo,2020-05-20T19:11:10Z,17.9,5.249999999999999,3.128438,0
Curyo,2020-05-20T19:11:20Z,18.1,5.569999999999999,2.356521,0
Curyo,2020-05-20T19:11:30Z,18.3,5.42,359.507145,0
Curyo,2020-05-20T19:11:40Z,18.5,5.6499999999999995,1.600663,0
Curyo,2020-05-20T19:11:50Z,18.4,5.89,0.816789,0
Curyo,2020-05-20T19:12:00Z,18.8,5.7,2.309063,0
Curyo,2020-05-20T19:12:10Z,18.8,6.49,0.853278,0
Curyo,2020-05-20T19:12:20Z,18.9,6.65,0.851467,0
Curyo,2020-05-20T19:12:30Z,19.1,6.7,1.414423,0
Curyo,2020-05-20T19:12:40Z,19,5.96,0.340367,0
Curyo,2020-05-20T19:12:50Z,18.4,6.2,0.454719,0
Curyo,2020-05-20T19:13:00Z,18.6,6.6899999999999995,1.041627,0
Curyo,2020-05-20T19:13:10Z,18.7,6.51,0.23103,0
Curyo,2020-05-20T19:13:20Z,18.7,6.96,0.361103,0
Curyo,2020-05-20T19:13:30Z,18.3,6.18,359.870078,0
Curyo,2020-05-20T19:13:40Z,18.7,6.739999999999999,1.226703,0
Curyo,2020-05-20T19:13:50Z,18.4,6.789999999999999,358.299939,0
Curyo,2020-05-20T19:14:00Z,18.6,6.68,358.24384,0
Curyo,2020-05-20T19:14:10Z,18.7,6.06,356.84403,0
Curyo,2020-05-20T19:14:20Z,19.1,6.07,357.563352,0
Curyo,2020-05-20T19:14:30Z,19,6.8,355.942337,0
Curyo,2020-05-20T19:14:40Z,19.2,6.62,352.822754,0
Curyo,2020-05-20T19:14:50Z,19.4,7.95,353.267953,0
Curyo,2020-05-20T19:15:00Z,19.4,7.69,343.602724,0
Curyo,2020-05-20T19:15:10Z,19.2,8.219999999999999,342.867004,0
Curyo,2020-05-20T19:15:20Z,19.2,7.749999999999999,352.133932,0
Curyo,2020-05-20T19:15:30Z,19.1,6.99,350.869824,0
Curyo,2020-05-20T19:15:40Z,19.4,6.54,349.719871,0
Curyo,2020-05-20T19:15:50Z,19.3,5.74,352.715976,0
Curyo,2020-05-20T19:16:00Z,19,5.81,355.024109,0
Curyo,2020-05-20T19:16:10Z,18.9,5.89,356.870772,0
Curyo,2020-05-20T19:16:20Z,18.5,5.85,358.909937,0
Curyo,2020-05-20T19:16:30Z,18.1,5.83,359.54347,0
Curyo,2020-05-20T19:16:40Z,17.4,4.859999999999999,0,0
Curyo,2020-05-20T19:16:50Z,16.9,4.1499999999999995,0.459275,0
Curyo,2020-05-20T19:17:00Z,16.5,2.94,359.31794,0
Curyo,2020-05-20T19:17:10Z,16.3,2.54,358.250164,0
Curyo,2020-05-20T19:17:20Z,16.1,2.1399999999999997,350.69006,0
Curyo,2020-05-20T19:17:30Z,15.9,1.85,359.263906,0
Curyo,2020-05-20T19:17:40Z,15.7,1.44,359.545281,0
Curyo,2020-05-20T19:17:50Z,15.5,1.49,0.337692,0
Curyo,2020-05-20T19:18:00Z,15.5,2.34,359.886767,0
Curyo,2020-05-20T19:18:10Z,15.4,3.48,358.956265,0
Curyo,2020-05-20T19:18:20Z,14.8,2.92,0.340367,0
Curyo,2020-05-20T19:18:30Z,14.5,3.07,0.337692,0
Curyo,2020-05-20T19:18:40Z,14.1,2.06,0.225573,0
Curyo,2020-05-20T19:18:50Z,13.9,1.59,0.337692,0
Curyo,2020-05-20T19:19:00Z,13.7,1.69,0.337692,0
Curyo,2020-05-20T19:19:10Z,13.5,1.85,0.337692,0
Curyo,2020-05-20T19:19:20Z,13.5,1.9499999999999997,0.581073,0
Curyo,2020-05-20T19:19:30Z,13.2,1.61,0.687516,0
Curyo,2020-05-20T19:19:40Z,13,1.39,0.789459,0
Curyo,2020-05-20T19:19:50Z,13.3,1.48,293.739441,0
Curyo,2020-05-20T19:20:00Z,13.4,1.67,351.917367,0
Curyo,2020-05-20T19:20:10Z,13.5,1.6500000000000001,0.837248,0
Curyo,2020-05-20T19:20:20Z,12.7,1.48,49.600096,0
Curyo,2020-05-20T19:20:30Z,12.2,1.1199999999999999,354.815761,0
Curyo,2020-05-20T19:20:40Z,12.2,0.7799999999999999,354.9378,0
Curyo,2020-05-20T19:20:50Z,12.4,0.73,344.167613,0
Curyo,2020-05-20T19:21:00Z,12.7,0.86,350.272421,0
Curyo,2020-05-20T19:21:10Z,12.7,1.02,344.627338,0
Curyo,2020-05-20T19:21:20Z,12.2,2.02,356.748054,0
Curyo,2020-05-20T19:21:30Z,11.7,1.29,0.337692,0
Curyo,2020-05-20T19:21:40Z,11.3,1.2,0.337692,0
Curyo,2020-05-20T19:21:50Z,11.2,1.04,0.337692,0
Curyo,2020-05-20T19:22:00Z,10.9,1.0599999999999998,0.337692,0
Curyo,2020-05-20T19:22:10Z,10.8,1.0699999999999998,0.337692,0
Curyo,2020-05-20T19:22:20Z,10.6,1.6300000000000001,0.337692,0
Curyo,2020-05-20T19:22:30Z,10.1,1.79,0.337692,0
Curyo,2020-05-20T19:22:40Z,9.7,1.2599999999999998,0.337692,0
Curyo,2020-05-20T19:22:50Z,9.6,0.9,0.337692,0
Curyo,2020-05-20T19:23:00Z,8.8,0.21,0.337692,0
Curyo,2020-05-20T19:23:10Z,8.9,0.039999999999999994,0.337692,0
Curyo,2020-05-20T19:23:20Z,9,0.94,18.217095,0
Curyo,2020-05-20T19:23:30Z,9,0.6399999999999999,1.145763,0
Curyo,2020-05-20T19:23:40Z,9.3,0.27999999999999997,0.337692,0
Curyo,2020-05-20T19:23:50Z,9.3,0.35,12.633362,0
Curyo,2021-05-20T19:00:00Z,9.5,0.21,1.594302,0
Curyo,2021-05-20T19:00:10Z,9.8,0.24,0.337692,0
Curyo,2021-05-20T19:00:20Z,9.9,0.26999999999999996,0.337692,0
Curyo,2021-05-20T19:00:30Z,9.9,0.26999999999999996,0.337692,0
Curyo,2021-05-20T19:00:40Z,10,0.18,0.337692,0
Curyo,2021-05-20T19:00:50Z,10,0.6399999999999999,0.337692,0
Curyo,2021-05-20T19:01:00Z,10.1,0.33999999999999997,0.337692,0
Curyo,2021-05-20T19:01:10Z,10,0.39999999999999997,0.337692,0
Curyo,2021-05-20T19:01:20Z,9.8,0.36,0.338357,0
Curyo,2021-05-20T19:01:30Z,9.9,0.3,0.337692,0
Curyo,2021-05-20T19:01:40Z,9.8,0.22999999999999998,0.337692,0
Curyo,2021-05-20T19:01:50Z,9.6,0.45,0.337692,0
Curyo,2021-05-20T19:02:00Z,9.5,0.31999999999999995,0.337692,0
Curyo,2021-05-20T19:02:10Z,9.4,0.22,0.337692,0
Curyo,2021-05-20T19:02:20Z,8.9,0.26999999999999996,0.565029,0
Curyo,2021-05-20T19:02:30Z,8.7,0.09,0.337692,0
Curyo,2021-05-20T19:02:40Z,8.6,0.13,0.337692,0
Curyo,2021-05-20T19:02:50Z,8.5,0.26,0.337692,0
Curyo,2021-05-20T19:03:00Z,8.4,0.27999999999999997,0.337692,0
Curyo,2021-05-20T19:03:10Z,8.2,0.38,0.337692,0
Curyo,2021-05-20T19:03:20Z,8.1,0.26,0.337692,0
Curyo,2021-05-20T19:03:30Z,8.6,0.38999999999999996,0.337692,0
Curyo,2021-05-20T19:03:40Z,8.3,0.16999999999999998,0.337692,0
Curyo,2021-05-20T19:03:50Z,8.2,0.049999999999999996,0.337692,0
Curyo,2021-05-20T19:04:00Z,8.1,0,0.337692,0
Curyo,2021-05-20T19:04:10Z,8,0,0.337692,0
Curyo,2021-05-20T19:04:20Z,8.3,0,0.337692,0
Curyo,2021-05-20T19:04:30Z,8.3,0,0.337692,0
Curyo,2021-05-20T19:04:40Z,8.1,0.039999999999999994,0.337692,0
Curyo,2021-05-20T19:04:50Z,8.5,0,0.337692,0
Curyo,2021-05-20T19:05:00Z,8.7,0,0.337692,0
Curyo,2021-05-20T19:05:10Z,8.9,0,0.337692,0
Curyo,2021-05-20T19:05:20Z,9,0,0.337692,0
Curyo,2021-05-20T19:05:30Z,9,0,0.337692,0
Curyo,2021-05-20T19:05:40Z,9.3,0,0.337692,0
Curyo,2021-05-20T19:05:50Z,9.4,0,0.337692,0
Curyo,2021-05-20T19:06:00Z,9.5,0,0.337692,0
Curyo,2021-05-20T19:06:10Z,9.6,0.21,0.337692,0
Curyo,2021-05-20T19:06:20Z,9.7,0.12,0.337692,0
Curyo,2021-05-20T19:06:30Z,9.6,0.26,5.33373,0
Curyo,2021-05-20T19:06:40Z,9.7,0.27999999999999997,69.518211,0
Curyo,2021-05-20T19:06:50Z,9.6,0.38999999999999996,4.127592,0
Curyo,2021-05-20T19:07:00Z,9.7,0,0.337692,0
Curyo,2021-05-20T19:07:10Z,9.7,0.45999999999999996,1.468801,0
Curyo,2021-05-20T19:07:20Z,9.6,0.24,0.337692,0
Curyo,2021-05-20T19:07:30Z,10,0.5399999999999999,0.337692,0
Curyo,2021-05-20T19:07:40Z,10.2,0.99,0.337692,0
Curyo,2021-05-20T19:07:50Z,10.3,1.49,0.337692,0
Curyo,2021-05-20T19:08:00Z,10.5,0.87,0.337692,0
Curyo,2021-05-20T19:08:10Z,10.6,1.0899999999999999,0.337692,0
Curyo,2021-05-20T19:08:20Z,10.7,0.6499999999999999,0.337692,0
Curyo,2021-05-20T19:08:30Z,10.9,0.6499999999999999,0.337692,0
Curyo,2021-05-20T19:08:40Z,11.1,0.58,0.337692,0
Curyo,2021-05-20T19:08:50Z,11.2,0.59,0.337692,0
Curyo,2021-05-20T19:09:00Z,11.4,1.7,0.337692,0
Curyo,2021-05-20T19:09:10Z,11.6,1.44,0.337692,0
Curyo,2021-05-20T19:09:20Z,11.7,1.66,0.337692,0
Curyo,2021-05-20T19:09:30Z,12,2.1799999999999997,0.337692,0
Curyo,2021-05-20T19:09:40Z,12.5,2.9499999999999997,0.337692,0
Curyo,2021-05-20T19:09:50Z,13.2,2.23,0.337692,0
Curyo,2021-05-20T19:10:00Z,14.3,1.73,0.337692,0
Curyo,2021-05-20T19:10:10Z,15.1,2.83,0.337692,0
Curyo,2021-05-20T19:10:20Z,15.4,2.87,0.451139,0
Curyo,2021-05-20T19:10:30Z,15.4,3.23,1.129948,0
Curyo,2021-05-20T19:10:40Z,15.2,3.69,0.451139,0
Curyo,2021-05-20T19:10:50Z,15.4,3.71,0.563917,0
Curyo,2021-05-20T19:11:00Z,15.7,4.21,0.338357,0
Curyo,2021-05-20T19:11:10Z,16,3.3699999999999997,1.021005,0
Curyo,2021-05-20T19:11:20Z,16.6,3.5,0,0
Curyo,2021-05-20T19:11:30Z,16.9,3.39,0.338357,0
Curyo,2021-05-20T19:11:40Z,16.9,3.95,356.721724,0
Curyo,2021-05-20T19:11:50Z,17.1,3.92,357.680118,0
Curyo,2021-05-20T19:12:00Z,17.1,3.83,357.466441,0
Curyo,2021-05-20T19:12:10Z,16.9,3.44,359.54347,0
Curyo,2021-05-20T19:12:20Z,17,3.1599999999999997,355.338127,0
Curyo,2021-05-20T19:12:30Z,17.8,4.02,358.647776,0
Curyo,2021-05-20T19:12:40Z,18.2,3.95,0.337692,0
Curyo,2021-05-20T19:12:50Z,18.4,3.8600000000000003,0.67669,0
Curyo,2021-05-20T19:13:00Z,18.6,3.52,1.358539,0
Curyo,2021-05-20T19:13:10Z,18.8,3.13,7.702284,0
Curyo,2021-05-20T19:13:20Z,18.3,3.42,15.562986,0
Curyo,2021-05-20T19:13:30Z,17.8,3.2499999999999996,24.30092,0
Curyo,2021-05-20T19:13:40Z,18,3.55,17.893709,0
Curyo,2021-05-20T19:13:50Z,18.4,5.31,1.814705,0
Curyo,2021-05-20T19:14:00Z,17.8,3.9699999999999998,8.692781,0
Curyo,2021-05-20T19:14:10Z,18.1,2.35,33.316479,0
Curyo,2021-05-20T19:14:20Z,18.6,4.14,18.586927,0
Curyo,2021-05-20T19:14:30Z,18.6,5.2700000000000005,8.984709,0
Curyo,2021-05-20T19:14:40Z,18.7,5.7,4.678451,0
Curyo,2021-05-20T19:14:50Z,19,5.220000000000001,2.405009,0
Curyo,2021-05-20T19:15:00Z,19,5.220000000000001,1.694647,0
Curyo,2021-05-20T19:15:10Z,19.1,4.96,1.821915,0
Curyo,2021-05-20T19:15:20Z,18.8,4.47,0,0
Curyo,2021-05-20T19:15:30Z,18.9,4.62,3.457417,0
Curyo,2021-05-20T19:15:40Z,18.9,4.61,7.039351,0
Curyo,2021-05-20T19:15:50Z,18.9,4.3,9.615827,0
Curyo,2021-05-20T19:16:00Z,18.7,3.9399999999999995,4.433546,0
Curyo,2021-05-20T19:16:10Z,18.4,3.6399999999999997,4.486853,0
Curyo,2021-05-20T19:16:20Z,18.3,3.76,5.214928,0
Curyo,2021-05-20T19:16:30Z,18.1,3.4,5.204658,0
Curyo,2021-05-20T19:16:40Z,17.8,1.64,43.876697,0
Curyo,2021-05-20T19:16:50Z,17.3,2.27,43.264295,0
Curyo,2021-05-20T19:17:00Z,17,1.46,54.208862,0
Curyo,2021-05-20T19:17:10Z,16.7,1.3199999999999998,55.437475,0
Curyo,2021-05-20T19:17:20Z,16.5,1.0899999999999999,57.607571,0
Curyo,2021-05-20T19:17:30Z,16.1,0.7999999999999999,59.792388,0
Curyo,2021-05-20T19:17:40Z,15.7,0.62,58.222217,0
Curyo,2021-05-20T19:17:50Z,15.3,0.5,59.563311,0
Curyo,2021-05-20T19:18:00Z,15,0.45,58.281631,0
Curyo,2021-05-20T19:18:10Z,14.4,0.31999999999999995,57.658927,0
Curyo,2021-05-20T19:18:20Z,13.9,0.26,52.273323,0
Curyo,2021-05-20T19:18:30Z,13.5,0.26999999999999996,56.153558,0
Curyo,2021-05-20T19:18:40Z,13.2,0.33999999999999997,58.436816,0
Curyo,2021-05-20T19:18:50Z,12.9,0.27999999999999997,61.164499,0
Curyo,2021-05-20T19:19:00Z,12.5,0.36,65.098883,0
Curyo,2021-05-20T19:19:10Z,12.4,0.37,52.540766,0
Curyo,2021-05-20T19:19:20Z,12,0.13999999999999999,66.712625,0
Curyo,2021-05-20T19:19:30Z,11.7,0.21,66.816218,0
Curyo,2021-05-20T19:19:40Z,11.1,0.36,15.662106,0
Curyo,2021-05-20T19:19:50Z,10.7,0.21,34.02776,0
Curyo,2021-05-20T19:20:00Z,10.5,0.58,53.228803,0
Curyo,2021-05-20T19:20:10Z,10.2,0.74,55.127699,0
Curyo,2021-05-20T19:20:20Z,10.1,0.58,53.510011,0
Curyo,2021-05-20T19:20:30Z,9.7,0.31,59.056454,0
Curyo,2021-05-20T19:20:40Z,9.4,0.15,23.056025,0
Curyo,2021-05-20T19:20:50Z,9.2,0.22,0.337692,0
Curyo,2021-05-20T19:21:00Z,9.1,0.47,0.337692,0
Curyo,2021-05-20T19:21:10Z,9,0.71,0.337692,0
Curyo,2021-05-20T19:21:20Z,9,0.19999999999999998,0.337692,0
Curyo,2021-05-20T19:21:30Z,9.2,0.06999999999999999,0.337692,0
Curyo,2021-05-20T19:21:40Z,8.9,0.24,0.337692,0
Curyo,2021-05-20T19:21:50Z,8.6,0.75,0.337692,0
Curyo,2021-05-20T19:22:00Z,8.2,0.76,2.607709,0
Curyo,2021-05-20T19:22:10Z,8.3,0.58,0.337692,0
Curyo,2021-05-20T19:22:20Z,8.1,0.019999999999999997,0.337692,0
Curyo,2021-05-20T19:22:30Z,8.1,0,0.337692,0
Curyo,2021-05-20T19:22:40Z,8.3,0,0.337692,0
Curyo,2021-05-20T19:22:50Z,8.3,0.009999999999999998,0.337692,0
Curyo,2021-05-20T19:23:00Z,8.2,0.52,0.337692,0
Curyo,2021-05-20T19:23:10Z,8.1,0.45,0.337692,0
Curyo,2021-05-20T19:23:20Z,7.5,0.59,0.337692,0
Curyo,2021-05-20T19:23:30Z,8,0.61,0.337692,0
Curyo,2021-05-20T19:23:40Z,7.9,0.9,0.337692,0
Curyo,2021-05-20T19:23:50Z,7.4,0.88,0.337692,0
Curyo,2022-05-20T19:00:00Z,7.4,0.59,0.337692,0
Curyo,2022-05-20T19:00:10Z,7.3,0.7699999999999999,0.337692,0
Curyo,2022-05-20T19:00:20Z,6.7,0.72,0.337692,0
Curyo,2022-05-20T19:00:30Z,6.8,0.51,0.337692,0
Curyo,2022-05-20T19:00:40Z,6.9,0.69,0.337692,0
Curyo,2022-05-20T19:00:50Z,7,0.49,0.337692,0
Curyo,2022-05-20T19:01:00Z,7.3,0.25,0.337692,0
Curyo,2022-05-20T19:01:10Z,7.2,0.7,0.337692,0
Curyo,2022-05-20T19:01:20Z,7.2,0.26,0.337692,0
Curyo,2022-05-20T19:01:30Z,7,0,0.337692,0
Curyo,2022-05-20T19:01:40Z,6.9,0,0.337692,0
Curyo,2022-05-20T19:01:50Z,6.6,0,0.337692,0
Curyo,2022-05-20T19:02:00Z,6.4,0,0.337692,0
Curyo,2022-05-20T19:02:10Z,6,0,0.337692,0
Curyo,2022-05-20T19:02:20Z,6,0,0.337692,0
Curyo,2022-05-20T19:02:30Z,6,0,0.337692,0
Curyo,2022-05-20T19:02:40Z,6,0,0.337692,0
Curyo,2022-05-20T19:02:50Z,5.9,0,0.337692,0
Curyo,2022-05-20T19:03:00Z,5.4,0.26,0.451139,0.2
Curyo,2022-05-20T19:03:10Z,5.3,0.86,0.337692,0
Curyo,2022-05-20T19:03:20Z,4.9,0.25,0.337692,0
Curyo,2022-05-20T19:03:30Z,5.3,0.51,0.337692,0
Curyo,2022-05-20T19:03:40Z,5,0.06999999999999999,0.337692,0
Curyo,2022-05-20T19:03:50Z,5,0,0.337692,0
Curyo,2022-05-20T19:04:00Z,5.3,0,0.337692,0
Curyo,2022-05-20T19:04:10Z,5.3,0,0.337692,0
Curyo,2022-05-20T19:04:20Z,5.3,0,0.337692,0
Curyo,2022-05-20T19:04:30Z,5.1,0,0.337692,0
Curyo,2022-05-20T19:04:40Z,5.1,0,0.337692,0
Curyo,2022-05-20T19:04:50Z,5.6,0,0.337692,0
Curyo,2022-05-20T19:05:00Z,5.2,0,0.337692,0
Curyo,2022-05-20T19:05:10Z,4.8,0,0.337692,0
Curyo,2022-05-20T19:05:20Z,4.5,0,0.337692,0
Curyo,2022-05-20T19:05:30Z,4.6,0,0.337692,0
Curyo,2022-05-20T19:05:40Z,4.6,0,0.337692,0
Curyo,2022-05-20T19:05:50Z,4.9,0,0.337692,0
Curyo,2022-05-20T19:06:00Z,4.5,0,0.337692,0
Curyo,2022-05-20T19:06:10Z,4.1,0,0.337692,0
Curyo,2022-05-20T19:06:20Z,4.4,0,0.337692,0
Curyo,2022-05-20T19:06:30Z,4.5,0,0.337692,0
Curyo,2022-05-20T19:06:40Z,4,0,0.337692,0
Curyo,2022-05-20T19:06:50Z,4.1,0,0.337692,0
Curyo,2022-05-20T19:07:00Z,4.2,0.31999999999999995,0.337692,0
Curyo,2022-05-20T19:07:10Z,4.4,0.31,0.337692,0
Curyo,2022-05-20T19:07:20Z,4.1,0,0.337692,0
Curyo,2022-05-20T19:07:30Z,4.2,0,0.337692,0
Curyo,2022-05-20T19:07:40Z,4.4,0,0.337692,0
Curyo,2022-05-20T19:07:50Z,4.5,0,0.337692,0
Curyo,2022-05-20T19:08:00Z,4.9,0,0.337692,0
Curyo,2022-05-20T19:08:10Z,5.8,0,0.337692,0
Curyo,2022-05-20T19:08:20Z,6.4,0.6299999999999999,12.439562,0
Curyo,2022-05-20T19:08:30Z,6.9,1.04,16.322229,0
Curyo,2022-05-20T19:08:40Z,7.3,1.35,4.969741,0
Curyo,2022-05-20T19:08:50Z,7.8,2.03,1.921151,0
Curyo,2022-05-20T19:09:00Z,8.2,2.06,2.095253,0
Curyo,2022-05-20T19:09:10Z,8.6,1.8,1.265364,0
Curyo,2022-05-20T19:09:20Z,9.1,1.71,4.773795,0
Curyo,2022-05-20T19:09:30Z,9.6,1.67,2.216043,0
Curyo,2022-05-20T19:09:40Z,10.4,1.35,2.29061,0
Curyo,2022-05-20T19:09:50Z,11.1,1.0599999999999998,0.337692,0
Curyo,2022-05-20T19:10:00Z,12.1,1.0899999999999999,1.016978,0
Curyo,2022-05-20T19:10:10Z,12.4,1.2999999999999998,1.947306,0
Curyo,2022-05-20T19:10:20Z,12.9,1.2799999999999998,0.563917,0
Curyo,2022-05-20T19:10:30Z,13.3,1.5599999999999998,1.377589,0
Curyo,2022-05-20T19:10:40Z,13.8,1.8199999999999998,1.701355,0
Curyo,2022-05-20T19:10:50Z,14.5,1.57,8.56089,0
Curyo,2022-05-20T19:11:00Z,15,1.72,7.721826,0
Curyo,2022-05-20T19:11:10Z,15.4,1.5,7.272496,0
Curyo,2022-05-20T19:11:20Z,16.2,1.35,18.3944,0
Curyo,2022-05-20T19:11:30Z,16.7,1.0799999999999998,22.827422,0
Curyo,2022-05-20T19:11:40Z,17.5,0.7799999999999999,21.00111,0
Curyo,2022-05-20T19:11:50Z,17.9,0.86,28.131342,0
Curyo,2022-05-20T19:12:00Z,17.8,1.03,8.481606,0
Curyo,2022-05-20T19:12:10Z,18.2,0.61,19.949924,0
Curyo,2022-05-20T19:12:20Z,18.3,0.72,3.672332,0
Curyo,2022-05-20T19:12:30Z,18.5,1.18,17.944609,0
Curyo,2022-05-20T19:12:40Z,18.5,1.2599999999999998,31.168823,0
Curyo,2022-05-20T19:12:50Z,18.8,1.43,12.061309,0
Curyo,2022-05-20T19:13:00Z,19,1.1099999999999999,16.473531,0
Curyo,2022-05-20T19:13:10Z,19.1,1.4,21.568596,0
Curyo,2022-05-20T19:13:20Z,19.1,1.2,6.034227,0
Curyo,2022-05-20T19:13:30Z,19.6,0.83,24.765775,0
Curyo,2022-05-20T19:13:40Z,19.9,0.96,31.011069,0
Curyo,2022-05-20T19:13:50Z,20.2,1.8599999999999999,3.097152,0
Curyo,2022-05-20T19:14:00Z,20.3,1.49,3.924745,0
Curyo,2022-05-20T19:14:10Z,20.5,2.04,3.346145,0
Curyo,2022-05-20T19:14:20Z,20.6,1.22,0.789459,0
Curyo,2022-05-20T19:14:30Z,20.8,1.46,4.734189,0
Curyo,2022-05-20T19:14:40Z,20.7,1.72,7.808314,0
Curyo,2022-05-20T19:14:50Z,21,1.0899999999999999,7.139988,0
Curyo,2022-05-20T19:15:00Z,21.2,1.0899999999999999,7.890516,0
Curyo,2022-05-20T19:15:10Z,21.3,0.99,7.711892,0
Curyo,2022-05-20T19:15:20Z,21.3,1.44,3.339428,0
Curyo,2022-05-20T19:15:30Z,21.5,1.3599999999999999,9.382551,0
Curyo,2022-05-20T19:15:40Z,21.8,1.33,4.984786,0
Curyo,2022-05-20T19:15:50Z,21.6,1.29,9.442761,0
Curyo,2022-05-20T19:16:00Z,21.6,1.47,9.717492,0
Curyo,2022-05-20T19:16:10Z,21.4,1.52,16.061749,0
Curyo,2022-05-20T19:16:20Z,21.3,1.73,18.434949,0
Curyo,2022-05-20T19:16:30Z,21,1.81,23.454802,0
Curyo,2022-05-20T19:16:40Z,20.7,1.02,16.722813,0
Curyo,2022-05-20T19:16:50Z,20.2,0.9,33.481341,0
Curyo,2022-05-20T19:17:00Z,19.5,0.48,25.173525,0
Curyo,2022-05-20T19:17:10Z,18.7,0.42,29.617167,0
Curyo,2022-05-20T19:17:20Z,17.6,0.12,0.337692,0
Curyo,2022-05-20T19:17:30Z,16.4,0.18,0.337692,0
Curyo,2022-05-20T19:17:40Z,15.6,0.12,58.809616,0
Curyo,2022-05-20T19:17:50Z,15,0.13,65.865142,0
Curyo,2022-05-20T19:18:00Z,14.3,0.19,64.395688,0
Curyo,2022-05-20T19:18:10Z,13.9,0.09,63.636339,0
Curyo,2022-05-20T19:18:20Z,13.6,0.26999999999999996,63.686244,0
Curyo,2022-05-20T19:18:30Z,13.8,0.98,63.636339,0
Curyo,2022-05-20T19:18:40Z,13.7,1.3199999999999998,62.573804,0
Curyo,2022-05-20T19:18:50Z,13.5,1.15,77.013923,0
Curyo,2022-05-20T19:19:00Z,13.5,0.58,81.407973,0
Curyo,2022-05-20T19:19:10Z,12.7,0.18,81.535954,0
Curyo,2022-05-20T19:19:20Z,12.5,0.039999999999999994,81.535954,0
Curyo,2022-05-20T19:19:30Z,11.9,0.18,81.535954,0
Curyo,2022-05-20T19:19:40Z,11.9,0.25,81.407973,0
Curyo,2022-05-20T19:19:50Z,11.3,0.26,80.722861,0
Curyo,2022-05-20T19:20:00Z,11.4,0.15999999999999998,75.820732,0
Curyo,2022-05-20T19:20:10Z,10.7,0.45999999999999996,12.451503,0
Curyo,2022-05-20T19:20:20Z,10.8,0.039999999999999994,0.337692,0
Curyo,2022-05-20T19:20:30Z,10,0.16999999999999998,0.337692,0
Curyo,2022-05-20T19:20:40Z,9.7,0.019999999999999997,0.337692,0
Curyo,2022-05-20T19:20:50Z,9.6,0.039999999999999994,0.337692,0
Curyo,2022-05-20T19:21:00Z,9.5,0.13,0.337692,0
Curyo,2022-05-20T19:21:10Z,9.5,0,0.337692,0
Curyo,2022-05-20T19:21:20Z,9.3,0,0.337692,0
Curyo,2022-05-20T19:21:30Z,9.2,0,0.337692,0
Curyo,2022-05-20T19:21:40Z,8.6,0.25,0.337692,0
Curyo,2022-05-20T19:21:50Z,8.3,0.09999999999999999,0.337692,0
Curyo,2022-05-20T19:22:00Z,8.2,0.019999999999999997,0.337692,0
